"","C","phi","ppi","ppitil","F","D","A","ii","v","r"
"123",2.59937564806023e-06,-1.75506217336974e-06,-1.9683825418407e-07,-1.96838241262043e-06,-9.03976989929944e-06,-7.26822587671094e-06,2.89188601954038e-06,-4.41512561580315e-07,0,-2.93521408066125e-07
"124",2.33963428630801e-06,-1.57837877212685e-06,-1.77356057108425e-07,-1.77356047625921e-06,-8.15738019355194e-06,-6.56117588038185e-06,2.60269741314545e-06,-3.97565643774078e-07,0,-2.6415650447189e-07
"125",2.10588282367752e-06,-1.41926911334522e-06,-1.59838520522431e-07,-1.59838511315513e-06,-7.36383366506388e-06,-5.92528714982166e-06,2.34242767405135e-06,-3.58030206176752e-07,0,-2.37727123251647e-07
"126",1.89552338270005e-06,-1.27596903043425e-06,-1.44090498561982e-07,-1.44090488429782e-06,-6.65015382761425e-06,-5.35333950502093e-06,2.10818489332354e-06,-3.22466503326069e-07,0,-2.1393970761477e-07
"127",1.70621798911696e-06,-1.14689036045945e-06,-1.29936459149771e-07,-1.29936451598311e-06,-6.0082373076753e-06,-4.83880931989589e-06,1.89736639732985e-06,-2.90478893022472e-07,0,-1.92530044176297e-07
"128",1.53586239282077e-06,-1.03060415757028e-06,-1.17218526278099e-07,-1.17218519335438e-06,-5.43076233983086e-06,-4.37579571466173e-06,1.70762974871508e-06,-2.61711467428039e-07,0,-1.73260366744373e-07
"129",1.38256275317161e-06,-9.2582408406372e-07,-1.05794709414701e-07,-1.05794708549212e-06,-4.9111062438989e-06,-3.95895390914447e-06,1.53686676718223e-06,-2.35844071182212e-07,0,-1.55916758013337e-07
"130",1.24461441153301e-06,-8.31393942579695e-07,-9.55373194977759e-08,-9.55373224975631e-07,-4.44327034054837e-06,-3.58343448247922e-06,1.38318008158222e-06,-2.12588814260672e-07,0,-1.40306751684436e-07
"131",1.12048301748047e-06,-7.46274386731471e-07,-8.63315309860583e-08,-8.63315330335013e-07,-4.02181193903672e-06,-3.24482817282146e-06,1.24486208008534e-06,-1.91686827695492e-07,0,-1.26257283274614e-07
"132",1.00878712050445e-06,-6.69532551622609e-07,-7.80740631266927e-08,-7.80740605499375e-07,-3.64178240896962e-06,-2.93911587290197e-06,1.12037588095859e-06,-1.72905474833673e-07,0,-1.13612764568799e-07
"133",9.08282693501405e-07,-6.00333605049741e-07,-7.06720048068429e-08,-7.0671999363725e-07,-3.29867100301584e-06,-2.66262302206499e-06,1.00833830174452e-06,-1.56035811355038e-07,0,-1.0223347002683e-07
"134",8.17848966327972e-07,-5.37932987043632e-07,-6.40417131506286e-08,-6.40417086028577e-07,-2.98835356460359e-06,-2.41197820605166e-06,9.07504471570064e-07,-1.40890322325449e-07,0,-9.1994098204409e-08
"135",7.36475391782676e-07,-4.81671746932477e-07,-5.81078185813798e-08,-5.81078196670859e-07,-2.70704622051809e-06,-2.1840758424041e-06,8.16754019972166e-07,-1.27301041930039e-07,0,-8.2782503744069e-08
"136",6.63249610788341e-07,-4.30974100851245e-07,-5.280226021218e-08,-5.28022636725467e-07,-2.45126358100478e-06,-1.97604320684164e-06,7.35078620195395e-07,-1.15117895077566e-07,0,-7.44987817178591e-08
"137",5.97346194730619e-07,-3.85347265208225e-07,-4.80633200966045e-08,-4.80633222110782e-07,-2.21778136966222e-06,-1.7852114786443e-06,6.61570753734964e-07,-1.04207259661593e-07,0,-6.7054574980961e-08
"138",5.38015676454506e-07,-3.4438788487634e-07,-4.38346795303238e-08,-4.38346814402024e-07,-2.00360434909896e-06,-1.60909221502692e-06,5.95413673920575e-07,-9.4451018013697e-08,0,-6.0372580131269e-08
"139",4.84573581260861e-07,-3.07792269449436e-07,-4.00644036984212e-08,-4.00644073472733e-07,-1.8059396533765e-06,-1.4453600094555e-06,5.35872302087625e-07,-8.57459658831772e-08,0,-5.43866143152759e-08
"140",4.36388836178025e-07,-2.75377487479744e-07,-3.67037379641331e-08,-3.67037400472725e-07,-1.62217730359515e-06,-1.29184365427193e-06,4.82285078540201e-07,-7.80037281294943e-08,0,-4.90422279190441e-08
